num	id	mass	px	py	pz	vx	vy	vz	phi	metals	tform	eps
389	33554820	6.63993E-10	-0.25036	0.221707	-0.189928	-0.553855	-0.0557835	-0.600555	-0.0184491	0.0	0.0150218	4.0E-5
390	33554821	6.6846E-10	-0.26274	-0.470368	0.0306431	0.566405	-1.26415	-0.00651089	-0.00882064	0.0	0.0150433	4.0E-5
391	33554822	6.6846E-10	-0.315158	-0.0539484	-0.467949	-0.508146	0.282946	0.585014	-0.00408948	0.0	0.0150433	4.0E-5
392	33554823	6.6846E-10	-0.305456	0.219271	-0.255118	0.875213	0.10746	0.227553	-0.0200601	0.0	0.0150433	4.0E-5
393	33554824	6.6846E-10	0.104429	0.323099	0.405087	0.489976	0.0272409	-0.127181	-0.0217873	0.0	0.0150433	4.0E-5
394	33554825	6.6846E-10	0.176609	0.342828	0.427814	0.488876	0.121242	0.304151	-0.0266302	0.0	0.0150433	4.0E-5
395	33554826	6.78964E-10	0.075932	-0.365421	0.32241	0.331728	-0.263447	-0.0913396	-0.00816827	0.00170731	0.0150649	4.0E-5
396	33554827	6.70357E-10	0.451072	0.256949	0.188327	-0.0397985	-0.832314	0.389758	-0.0171462	1.30332E-6	0.0150649	4.0E-5
397	33554828	6.70357E-10	-0.422212	-0.484005	0.454214	0.0585941	-0.532755	1.26868	-0.0116695	0.0	0.0150649	4.0E-5
398	33554829	6.70357E-10	-0.15852	0.248721	0.451741	-0.23722	0.364906	-0.299986	-0.0127216	0.0	0.0150649	4.0E-5
399	33554830	6.66284E-10	-0.360792	-0.0539736	-0.411964	-0.011377	0.0620546	-0.267239	-0.00419366	0.0	0.015108	4.0E-5
400	33554831	6.66284E-10	-0.314833	-0.0533164	-0.466885	-1.0975	0.620171	0.916182	-0.00417283	0.0	0.015108	4.0E-5
401	33554832	6.66284E-10	-0.309453	-0.0639233	-0.467299	-0.414644	-0.290875	-0.142924	-0.00410979	0.0	0.015108	4.0E-5
402	33554833	6.66284E-10	0.451182	0.25713	0.18815	0.115704	-1.25489	0.0638232	-0.0175075	0.0	0.015108	4.0E-5
403	33554834	6.66284E-10	-0.295737	0.451157	-0.076991	0.0329006	-0.156517	-0.341831	-0.0121747	0.0	0.015108	4.0E-5
404	33554835	6.66284E-10	0.349325	0.229279	0.311092	-0.53388	0.392407	-0.0786157	-0.0167853	0.0	0.015108	4.0E-5
405	33554836	6.66284E-10	-0.223419	-0.421983	-0.478521	-0.541345	-0.41179	0.459969	-0.00640123	0.0	0.015108	4.0E-5
406	33554837	6.66284E-10	0.113387	0.31602	0.224057	1.05718	-0.0935215	0.474511	-0.0201482	0.0	0.015108	4.0E-5
407	33554838	6.66284E-10	-0.353997	0.144491	-0.212722	0.530883	1.09459	-0.293133	-0.0154046	0.0	0.015108	4.0E-5
408	33554839	6.66284E-10	-0.134602	0.401257	0.282966	0.173653	-0.770024	0.0623829	-0.0118499	0.0	0.015108	4.0E-5
409	33554840	6.66284E-10	0.104636	0.323135	0.404867	0.574224	0.137409	-0.0961479	-0.0217937	0.0	0.015108	4.0E-5
410	33554841	6.66284E-10	0.104257	0.323155	0.405342	0.635556	0.0873571	-0.0837251	-0.0217184	3.90067E-6	0.015108	4.0E-5
411	33554842	6.65638E-10	-0.441938	-0.493571	-0.360936	-0.0296128	0.415024	-0.476695	-0.0156908	2.1712E-6	0.0151296	4.0E-5
412	33554843	6.65638E-10	-0.262723	-0.470699	0.0308761	0.26401	-0.866905	-0.248201	-0.00886463	0.0	0.0151296	4.0E-5
413	33554844	6.65638E-10	-0.452215	0.180861	0.0761492	-0.0218893	-0.0369584	0.487959	-0.0151909	0.0	0.0151296	4.0E-5
414	33554845	6.65638E-10	0.176382	0.34286	0.427794	0.186658	0.67458	0.073271	-0.0261863	0.0	0.0151296	4.0E-5
415	33554846	6.65638E-10	0.257865	0.361266	-0.49237	-0.19852	0.0802088	-0.503553	-0.0160084	0.0	0.0151296	4.0E-5
416	33554847	6.667E-10	-0.441829	-0.48453	-0.36652	-0.65908	-0.452996	0.168312	-0.0166255	0.0	0.0151511	4.0E-5
417	33554848	6.667E-10	-0.314759	-0.0534005	-0.467146	-0.915366	0.605813	0.860797	-0.00411263	0.0	0.0151511	4.0E-5
418	33554849	6.667E-10	-0.460744	0.224036	0.139093	-0.607434	-0.861176	0.452703	-0.0123573	5.33415E-6	0.0151511	4.0E-5
419	33554850	6.667E-10	-0.422458	-0.48367	0.453973	-0.348816	-0.87413	1.17712	-0.0113223	0.0	0.0151511	4.0E-5
420	33554851	6.667E-10	-0.12268	0.252563	0.383394	0.689412	0.0582583	0.394205	-0.0151512	0.0	0.0151511	4.0E-5
421	33554852	6.66957E-10	-0.442084	-0.49391	-0.361025	-0.416254	0.806602	-0.602577	-0.0154689	1.44451E-7	0.0151942	4.0E-5
422	33554853	6.66957E-10	0.177363	0.342472	0.427646	0.355495	0.232699	-0.239283	-0.0277341	8.67216E-6	0.0151942	4.0E-5
423	33554854	6.66957E-10	-0.360754	0.169062	-0.237679	0.814183	0.345697	1.16999	-0.0168698	0.0	0.0151942	4.0E-5
424	33554855	6.66957E-10	-0.360934	0.167862	-0.238183	0.170463	1.04684	1.49834	-0.0179913	0.0	0.0151942	4.0E-5
425	33554856	6.66957E-10	-0.20233	0.161806	-0.247245	-0.887686	1.17317	0.238741	-0.0136667	0.0	0.0151942	4.0E-5
426	33554857	6.66957E-10	-0.46048	0.224535	0.14005	-0.434409	-0.405759	0.106221	-0.0116883	0.0	0.0151942	4.0E-5
427	33554858	6.66737E-10	0.402551	-0.406185	-0.297491	1.48607	-0.745882	0.454299	-0.0074787	0.0	0.0152373	4.0E-5
428	33554859	6.66737E-10	-0.295822	0.450395	-0.0767703	-0.0997326	0.0729773	-0.344131	-0.0123329	0.0	0.0152373	4.0E-5
429	33554860	6.66737E-10	-0.360248	0.166868	-0.238759	0.589557	0.797032	1.01875	-0.0162107	0.0	0.0152373	4.0E-5
430	33554861	6.66737E-10	-0.326115	0.207308	-0.243038	0.280301	-0.160083	1.08491	-0.0184745	0.0	0.0152373	4.0E-5
431	33554862	6.66737E-10	-0.250442	0.222608	-0.204963	-0.509751	8.96886E-4	-0.411123	-0.0193018	0.0	0.0152373	4.0E-5
432	33554863	6.7315E-10	-0.262911	-0.470591	0.0309305	0.542908	-0.40553	0.115967	-0.00901376	0.0	0.0152804	4.0E-5
433	33554864	6.7315E-10	-0.365917	0.117485	-0.24004	0.0880696	1.61814	0.886213	-0.01104	0.0	0.0152804	4.0E-5
434	33554865	6.7315E-10	-0.134397	0.401762	0.283102	0.342824	-0.957499	-0.161755	-0.011477	0.0	0.0152804	4.0E-5
435	33554866	6.7315E-10	-0.453617	-0.225885	-0.473398	0.230151	-0.719844	0.120798	-0.00478669	0.0	0.0152804	4.0E-5
436	33554867	6.7315E-10	-0.314937	-0.0539196	-0.468319	-0.616065	0.469766	0.655149	-0.00379448	0.0	0.0152804	4.0E-5
437	33554868	6.7315E-10	-0.315382	-0.0536207	-0.467901	-0.79904	0.192149	0.578603	-0.00415766	0.0	0.0152804	4.0E-5
438	33554869	6.7315E-10	-0.309162	-0.0641335	-0.467757	-0.0930321	0.404401	0.168285	-0.00404795	0.0	0.0152804	4.0E-5
439	33554870	6.7315E-10	-0.305067	0.219057	-0.254914	0.741338	0.0758376	0.7631	-0.020408	1.73815E-6	0.0152804	4.0E-5
440	33554871	6.7315E-10	0.10714	0.357574	0.459034	0.293905	0.185201	-0.91481	-0.0220205	0.0	0.0152804	4.0E-5
441	33554872	6.7315E-10	0.451114	0.256943	0.188315	0.234314	-0.767044	0.0222003	-0.0171853	0.0	0.0152804	4.0E-5
442	33554873	6.7315E-10	-0.35387	0.144671	-0.212553	-0.0552613	0.989904	-0.211232	-0.015612	0.0	0.0152804	4.0E-5
443	33554874	6.7315E-10	-0.353256	0.144967	-0.212826	-0.12982	0.958722	-0.500964	-0.0152352	0.0	0.0152804	4.0E-5
444	33554875	6.7315E-10	-0.287702	0.171068	-0.188943	0.0185689	0.313841	-0.253403	-0.0189862	3.67714E-5	0.0152804	4.0E-5
445	33554876	6.7315E-10	-0.122544	0.252578	0.383123	0.807933	0.203378	0.299223	-0.0152112	0.0	0.0152804	4.0E-5
446	33554877	6.74181E-10	0.257861	0.361293	-0.492418	-0.185769	0.148695	-0.604195	-0.0159968	1.04843E-4	0.0152804	4.0E-5
447	33554878	6.69143E-10	-0.262796	-0.47065	0.0308661	0.248724	-0.836196	-0.455787	-0.0089475	0.0	0.0153236	4.0E-5
448	33554879	6.69143E-10	0.100808	-0.0423357	0.0561767	0.116995	-0.242543	0.234182	-1.02752E-4	0.0	0.0153236	4.0E-5
449	33554880	6.69143E-10	-0.453819	-0.226014	-0.474262	0.105119	-0.98139	0.765667	-0.00481892	0.0	0.0153236	4.0E-5
450	33554881	6.69143E-10	0.140747	0.370263	0.0932188	0.54741	0.128638	0.985865	-0.01241	0.0	0.0153236	4.0E-5
451	33554882	6.69143E-10	0.334079	-0.168558	0.0325522	-0.150404	-0.0931589	0.0472746	-0.00615364	0.0	0.0153236	4.0E-5
452	33554883	6.69143E-10	0.10619	0.357904	0.460165	-0.0343129	0.243575	-1.06648	-0.0226926	0.0	0.0153236	4.0E-5
453	33554884	6.69143E-10	-0.361071	0.168159	-0.238125	-0.101166	0.586058	0.864639	-0.0181245	3.1498E-6	0.0153236	4.0E-5
454	33554885	6.69143E-10	-0.363249	0.167225	-0.237879	0.347499	0.195165	0.948188	-0.0167059	0.0	0.0153236	4.0E-5
455	33554886	6.69143E-10	0.305635	-0.458917	0.203871	-0.323503	-0.735123	0.797287	-0.0110889	0.0	0.0153236	4.0E-5
456	33554887	6.69143E-10	-0.158539	0.248867	0.451925	-0.102825	-0.266397	-0.301411	-0.0127865	9.23483E-7	0.0153236	4.0E-5
457	33554888	6.69143E-10	0.413626	-0.252021	-0.107246	0.178754	-0.952552	-0.0101373	-0.00471708	0.0	0.0153236	4.0E-5
458	33554889	6.69389E-10	-0.134454	0.401353	0.283044	-0.0140501	-0.802055	-0.128745	-0.0118182	0.0	0.0153451	4.0E-5
459	33554890	6.69389E-10	0.402769	-0.406055	-0.297423	0.938604	-0.673387	0.65788	-0.00745318	5.02103E-6	0.0153451	4.0E-5
460	33554891	6.69389E-10	-0.305495	0.218882	-0.254589	0.594617	-0.172686	0.128403	-0.0197592	0.0	0.0153451	4.0E-5
461	33554892	6.69389E-10	-0.283123	0.154364	-0.201026	-0.10815	1.44364	-0.0515116	-0.0169141	0.0	0.0153451	4.0E-5
462	33554893	6.69629E-10	-0.315009	-0.0541191	-0.468133	-0.602921	0.39302	0.406317	-0.00390067	0.0	0.0153667	4.0E-5
463	33554894	6.69629E-10	-0.309035	-0.0635949	-0.467869	-0.551086	-0.436927	0.55826	-0.00386172	0.0	0.0153667	4.0E-5
464	33554895	6.69629E-10	0.243266	0.0976951	-0.195791	0.0970997	1.12371	-0.209737	-0.00495322	0.0	0.0153667	4.0E-5
465	33554896	6.69629E-10	-0.361453	0.168078	-0.237925	0.364102	-0.159559	1.11477	-0.0184628	6.61917E-6	0.0153667	4.0E-5
466	33554897	6.69629E-10	-0.250507	0.222522	-0.20497	-0.504955	0.0727463	-0.185783	-0.0193417	5.80965E-5	0.0153667	4.0E-5
467	33554898	6.70087E-10	-0.360277	-0.0540918	-0.411809	-0.00195177	0.29236	-0.0643816	-0.00455684	0.0	0.0154098	4.0E-5
468	33554899	6.70087E-10	-0.360267	-0.0539135	-0.412081	-0.157706	0.349284	-0.139816	-0.0042322	0.0	0.0154098	4.0E-5
469	33554900	6.70087E-10	0.104261	0.323116	0.40543	0.53029	0.302479	0.0648823	-0.0217186	3.47612E-6	0.0154098	4.0E-5
470	33554901	6.70087E-10	0.105749	0.357715	0.460866	0.0163313	-0.104695	-0.309448	-0.0217225	0.0	0.0154098	4.0E-5
471	33554902	6.71846E-10	0.177302	0.342537	0.427888	-0.498683	-0.0189196	-0.223679	-0.0276977	9.18972E-5	0.0154098	4.0E-5
472	33554903	6.70087E-10	-0.361388	0.167892	-0.237908	0.583231	0.701142	0.947792	-0.0185236	3.1305E-6	0.0154098	4.0E-5
473	33554904	6.70087E-10	0.451165	0.256854	0.188344	0.220881	-0.846035	0.190127	-0.0170667	0.0	0.0154098	4.0E-5
474	33554905	6.70087E-10	-0.287547	0.171078	-0.188915	-0.219428	0.2832	-0.596113	-0.0189556	5.99984E-7	0.0154098	4.0E-5
475	33554906	6.70487E-10	0.105612	0.357793	0.460805	-0.140291	-0.0728832	-0.299861	-0.0216556	0.0	0.0154529	4.0E-5
476	33554907	6.70487E-10	0.106058	0.358054	0.460095	0.58296	0.411821	-0.518953	-0.022498	0.0	0.0154529	4.0E-5
477	33554908	6.70487E-10	-0.335561	0.137188	-0.220272	0.132858	1.42544	0.692097	-0.0149574	0.0	0.0154529	4.0E-5
478	33554909	6.70487E-10	-0.287578	0.170846	-0.189107	-0.365763	0.552281	-0.211468	-0.0189844	6.64608E-5	0.0154529	4.0E-5
479	33554910	6.70487E-10	-0.122012	0.251264	0.385055	0.386619	-0.0620224	-0.207927	-0.0149278	0.0	0.0154529	4.0E-5
480	33554911	6.70487E-10	0.348959	0.228482	0.311315	-0.820629	-0.2116	-0.0439272	-0.0164142	0.0	0.0154529	4.0E-5
481	33554912	6.70487E-10	-0.25008	0.221995	-0.190707	-1.16555	-0.277712	-0.851208	-0.0182649	0.0	0.0154529	4.0E-5
482	33554913	6.7072E-10	-0.441704	-0.484717	-0.366974	-0.75627	-0.885408	-0.19717	-0.0158346	0.0	0.015496	4.0E-5
483	33554914	6.7072E-10	-0.314965	-0.0538682	-0.468081	-0.666906	0.32621	0.636097	-0.00399468	3.91904E-6	0.015496	4.0E-5
484	33554915	6.7072E-10	-0.295464	0.450689	-0.0764028	-0.217415	0.269052	-0.235625	-0.0123525	0.0	0.015496	4.0E-5
485	33554916	6.7072E-10	0.334436	-0.168806	0.032244	0.183943	-0.189337	-0.264568	-0.00630188	0.0	0.015496	4.0E-5
486	33554917	6.7072E-10	0.243407	0.0973176	-0.19556	0.28767	1.21584	-0.114667	-0.00499593	0.0	0.015496	4.0E-5
487	33554918	6.7072E-10	0.108671	0.357	0.456716	-0.247688	-0.0587997	-0.709552	-0.0215256	0.0	0.015496	4.0E-5
488	33554919	6.7072E-10	0.106127	0.357838	0.460215	0.264321	0.128392	-0.902395	-0.022618	0.0	0.015496	4.0E-5
489	33554920	6.7072E-10	-0.438432	-0.467658	0.432273	0.0502461	-0.413045	0.712973	-0.00784441	0.0	0.015496	4.0E-5
490	33554921	6.7072E-10	-0.360617	0.167841	-0.238336	0.241157	0.817796	1.1648	-0.0174064	5.03562E-7	0.015496	4.0E-5
491	33554922	6.7072E-10	-0.363328	0.167843	-0.237989	0.435573	0.411248	1.2697	-0.0166448	0.0	0.015496	4.0E-5
492	33554923	6.7072E-10	-0.367393	0.168572	-0.23387	1.08537	-0.0170424	0.234513	-0.0156871	0.0	0.015496	4.0E-5
493	33554924	6.7072E-10	-0.326658	0.207199	-0.242215	0.544402	-0.0663627	0.697189	-0.0190666	6.01537E-5	0.015496	4.0E-5
494	33554925	6.7072E-10	0.451124	0.258017	0.187907	-0.220357	-0.104413	-0.297629	-0.0168475	0.0	0.015496	4.0E-5
495	33554926	6.7072E-10	0.393533	0.302849	0.0718072	-0.569322	0.40144	0.236999	-0.0179319	0.0	0.015496	4.0E-5
496	33554927	6.7049E-10	-0.453599	-0.226006	-0.472994	0.41218	-0.939514	0.60327	-0.0043831	0.0	0.0155391	4.0E-5
497	33554928	6.7049E-10	-0.453398	-0.226436	-0.473771	-0.0227396	-0.821219	0.503364	-0.00470604	0.0	0.0155391	4.0E-5
498	33554929	6.7049E-10	-0.223193	-0.422001	-0.47829	-0.57842	-0.0900041	0.421461	-0.00648866	0.0	0.0155391	4.0E-5
499	33554930	6.7049E-10	-0.43858	-0.467724	0.432273	0.0961327	-0.509583	0.677741	-0.00781679	0.0	0.0155391	4.0E-5
500	33554931	6.7049E-10	-0.362455	0.168734	-0.238093	0.433071	0.531174	1.07814	-0.0167656	0.0	0.0155391	4.0E-5
501	33554932	6.7049E-10	-0.122129	0.251366	0.385095	0.339644	-0.00804022	-0.176949	-0.0149558	0.0	0.0155391	4.0E-5
502	33554933	6.7049E-10	0.349025	0.228681	0.311457	-0.923721	-0.458389	-0.190313	-0.0165777	0.0	0.0155391	4.0E-5
503	33554934	6.7049E-10	0.109093	0.357152	0.456735	-0.0164373	-0.0373162	-0.570367	-0.0216162	0.0	0.0155391	4.0E-5
504	33554935	6.76864E-10	-0.447495	-0.492041	-0.362952	0.00150714	0.644644	-0.0720211	-0.0161925	0.0	0.0155822	4.0E-5
505	33554936	6.76864E-10	-0.360741	0.167884	-0.238024	-0.0116251	0.701936	0.953574	-0.0176935	0.0	0.0155822	4.0E-5
506	33554937	6.76864E-10	-0.262859	-0.470372	0.0310314	0.489596	-0.9598	-0.357716	-0.00898211	2.7499E-7	0.0155822	4.0E-5
507	33554938	6.76864E-10	0.273865	0.136836	-0.0876718	-0.162643	0.743517	0.233799	-0.00809868	0.0	0.0155822	4.0E-5
508	33554939	6.76864E-10	-0.245465	0.200668	-0.200184	-0.461711	0.688777	-0.329213	-0.0175294	0.0	0.0155822	4.0E-5
509	33554940	6.76864E-10	0.450783	0.257007	0.187546	0.155756	-0.651263	0.0836322	-0.0163841	0.0	0.0155822	4.0E-5
510	33554941	6.76864E-10	-0.33169	-0.475971	-0.269408	-0.484931	-0.216417	-0.364894	-0.00986569	0.0	0.0155822	4.0E-5
511	33554942	6.76864E-10	-0.316528	-0.0485667	-0.46944	-0.401331	-0.0474894	0.181079	-0.00380675	0.0	0.0155822	4.0E-5
512	33554943	6.76864E-10	-0.3169	-0.053002	-0.46589	0.144699	-0.0304584	-0.0993851	-0.00440227	0.0	0.0155822	4.0E-5
513	33554944	6.76864E-10	-0.122598	0.252336	0.382894	0.701579	-0.0104921	-0.0515522	-0.0151267	0.0	0.0155822	4.0E-5
514	33554945	6.76864E-10	0.106109	0.357831	0.460209	0.217432	0.105321	-0.909907	-0.0226042	0.0	0.0155822	4.0E-5
515	33554946	6.76864E-10	0.107368	0.357871	0.459434	0.305322	0.0770322	-1.36771	-0.022078	0.0	0.0155822	4.0E-5
516	33554947	6.72768E-10	-0.447741	-0.492288	-0.36304	-0.339807	0.128891	0.20511	-0.0159451	0.0	0.0156253	4.0E-5
517	33554948	6.72768E-10	-0.309325	0.159309	-0.242534	-0.160365	1.06282	0.845995	-0.0155299	6.3719E-6	0.0156253	4.0E-5
518	33554949	6.72768E-10	0.401193	-0.405504	-0.296995	0.483029	-0.57435	0.519223	-0.00615336	0.0	0.0156253	4.0E-5
519	33554950	6.72768E-10	-0.262934	-0.470306	0.030673	0.221052	-1.00743	-0.0362431	-0.00890162	2.22612E-6	0.0156253	4.0E-5
520	33554951	6.72768E-10	-0.223422	-0.42199	-0.478647	-0.714155	-0.144138	0.517083	-0.00635839	0.0	0.0156253	4.0E-5
521	33554952	6.72768E-10	-0.250227	0.221813	-0.190285	-0.551921	-0.337497	-0.729416	-0.0185475	0.0	0.0156253	4.0E-5
522	33554953	6.72768E-10	-0.421906	-0.483951	0.454218	-0.410458	-0.289403	1.11505	-0.0115675	0.0	0.0156253	4.0E-5
523	33554954	6.72768E-10	-0.422363	-0.483851	0.45418	-0.343128	-0.688089	1.22077	-0.0115914	0.0	0.0156253	4.0E-5
524	33554955	6.72768E-10	0.175251	0.143617	-0.00581833	0.567831	0.804972	0.153517	-0.00371676	0.0	0.0156253	4.0E-5
525	33554956	6.72768E-10	-0.316676	-0.0529464	-0.465994	0.259526	-0.197548	-0.21718	-0.00459225	0.0	0.0156253	4.0E-5
526	33554957	6.72164E-10	-0.360864	0.1679	-0.238	-0.111423	0.676828	0.888822	-0.0179001	0.0	0.0156469	4.0E-5
527	33554958	6.72164E-10	-0.304501	0.219812	-0.255495	0.354704	0.165486	0.626234	-0.0187908	0.0	0.0156469	4.0E-5
528	33554959	6.72164E-10	0.274011	0.136664	-0.0862221	-0.541287	0.325594	0.268555	-0.00844289	0.0	0.0156469	4.0E-5
529	33554960	6.72164E-10	-0.250423	0.22153	-0.189971	-0.645811	-0.493869	-0.441974	-0.0183913	0.0	0.0156469	4.0E-5
530	33554961	6.72164E-10	0.389344	0.356591	0.0662186	-0.564233	-0.940032	-0.273179	-0.0165079	0.0	0.0156469	4.0E-5
531	33554962	6.72164E-10	-0.316448	-0.053223	-0.466079	0.0472278	-0.178248	-0.429788	-0.0046749	0.0	0.0156469	4.0E-5
532	33554963	6.72164E-10	0.106477	0.357762	0.459839	-0.128123	0.181666	-0.591194	-0.0229132	0.0	0.0156469	4.0E-5
533	33554964	6.72164E-10	0.177539	0.342546	0.427932	-1.46104	0.620254	-0.26031	-0.0274274	5.10353E-7	0.0156469	4.0E-5
534	33554965	6.72164E-10	0.177617	0.342485	0.42801	-1.34171	0.173843	-0.150383	-0.0272425	0.0	0.0156469	4.0E-5
535	33554966	6.72164E-10	0.279208	0.304624	0.367489	-0.406383	0.151671	0.0951651	-0.0174073	0.0	0.0156469	4.0E-5
536	33554967	6.74931E-10	-0.3613	0.167989	-0.237984	0.45146	0.395176	0.869548	-0.0185003	1.02869E-4	0.0156684	4.0E-5
537	33554968	6.73072E-10	-0.30483	0.218896	-0.255112	0.283095	0.201738	1.16541	-0.0200953	0.0	0.0156684	4.0E-5
538	33554969	6.78864E-10	0.334442	-0.16884	0.0322527	0.236866	-0.150067	-0.291756	-0.00631004	1.92995E-4	0.0156684	4.0E-5
539	33554970	6.73072E-10	-0.122224	0.252331	0.383632	0.839337	0.218294	0.398459	-0.0154679	0.0	0.0156684	4.0E-5
540	33554971	6.73143E-10	-0.451934	0.180768	0.076456	-0.128279	-0.322731	0.4066	-0.0151436	0.0	0.0157115	4.0E-5
541	33554972	6.73143E-10	-0.451781	0.180525	0.0761609	-0.452535	0.131938	0.138042	-0.0149961	0.0	0.0157115	4.0E-5
542	33554973	6.73143E-10	0.244321	0.0947715	-0.191663	0.695228	0.940977	-0.168282	-0.00472255	0.0	0.0157115	4.0E-5
543	33554974	6.73143E-10	-0.354074	0.144514	-0.212739	0.324164	1.07684	-0.223727	-0.0153586	4.26553E-5	0.0157115	4.0E-5
544	33554975	6.73143E-10	-0.0586259	-0.13063	0.118295	0.295978	0.714351	-0.697236	0.00122271	0.0	0.0157115	4.0E-5
545	33554976	6.73143E-10	0.176706	0.3421	0.427596	-1.02118	1.10341	-0.161573	-0.0266501	7.42059E-6	0.0157115	4.0E-5
546	33554977	6.72508E-10	-0.44707	-0.49204	-0.363551	0.17067	0.523484	-0.553876	-0.0160128	0.0	0.0157546	4.0E-5
547	33554978	6.72508E-10	0.402806	-0.405813	-0.296789	0.696766	-0.564607	0.233987	-0.0071186	0.0	0.0157546	4.0E-5
548	33554979	6.72508E-10	-0.451352	0.180851	0.0763253	-0.0314617	-0.238327	0.190821	-0.0147253	0.0	0.0157546	4.0E-5
549	33554980	6.72508E-10	-0.453888	-0.225618	-0.473954	0.254879	-0.920968	0.135563	-0.00494026	0.0	0.0157546	4.0E-5
550	33554981	6.72508E-10	0.100928	-0.0421737	0.055933	0.0752096	-0.113299	0.298514	-2.82297E-4	0.0	0.0157546	4.0E-5
551	33554982	6.72508E-10	0.11294	0.315645	0.223808	-0.044129	0.386041	0.092954	-0.0192148	0.0	0.0157546	4.0E-5
552	33554983	6.72508E-10	-0.250769	0.222539	-0.204923	-0.432915	-0.0547872	-0.133271	-0.0193012	0.0	0.0157546	4.0E-5
553	33554984	6.72508E-10	0.451013	0.256854	0.188327	0.460517	-0.973277	-0.0261657	-0.0169531	0.0	0.0157546	4.0E-5
554	33554985	6.72508E-10	0.451221	0.257909	0.188013	-0.490603	-0.456765	-0.212858	-0.0170878	0.0	0.0157546	4.0E-5
555	33554986	6.86755E-10	0.451092	0.257058	0.187908	0.41305	-0.635156	0.386723	-0.0171685	5.58477E-4	0.0157546	4.0E-5
556	33554987	6.72508E-10	-0.122382	0.251607	0.384364	0.192324	0.809203	-0.628397	-0.0153511	4.67522E-6	0.0157546	4.0E-5
557	33554988	6.72508E-10	0.105912	0.357535	0.460538	-0.17096	0.0312603	-0.81991	-0.0220638	0.0	0.0157546	4.0E-5
558	33554989	6.72508E-10	-0.295845	0.450596	-0.0765774	-0.113058	-0.162531	-0.234591	-0.0124074	0.0	0.0157546	4.0E-5
559	33554990	6.77836E-10	-0.349875	0.182808	-0.244172	0.557473	0.223752	1.13217	-0.0162236	0.0	0.0157977	4.0E-5
560	33554991	6.77836E-10	-0.304985	0.219417	-0.254894	0.099476	0.0122222	1.26061	-0.0198386	0.0	0.0157977	4.0E-5
561	33554992	6.77836E-10	0.273828	0.136726	-0.0867166	-0.477735	0.455869	0.0368789	-0.00859624	0.0	0.0157977	4.0E-5
562	33554993	6.77836E-10	-0.42212	-0.485097	0.453429	-0.350227	-0.045416	1.01415	-0.0108664	0.0	0.0157977	4.0E-5
563	33554994	6.77836E-10	-0.122611	0.251852	0.384487	0.0907484	0.674872	-0.608584	-0.0151469	5.17132E-6	0.0157977	4.0E-5
564	33554995	6.78656E-10	-0.360882	0.145616	-0.241457	0.312943	1.63764	0.858904	-0.0154463	0.0	0.0158409	4.0E-5
565	33554996	6.78656E-10	-0.362149	0.167035	-0.237824	-0.0403204	-0.368553	0.598329	-0.0174506	0.0	0.0158409	4.0E-5
566	33554997	6.78656E-10	-0.304609	0.219496	-0.255392	0.213333	-0.0649537	0.841357	-0.019275	1.49636E-6	0.0158409	4.0E-5
567	33554998	6.78656E-10	-0.451217	0.18067	0.0762536	0.273064	-0.167797	0.147688	-0.0145349	0.0	0.0158409	4.0E-5
568	33554999	6.78656E-10	-0.189497	0.330258	0.229425	0.14216	-0.715742	0.346135	-0.0111636	0.0	0.0158409	4.0E-5
569	33555000	6.78656E-10	-0.287793	0.170349	-0.189929	-0.404006	0.0536728	-0.63913	-0.0182407	2.65968E-6	0.0158409	4.0E-5
570	33555001	6.78656E-10	-0.360595	-0.0541365	-0.41116	0.0327572	0.411325	0.115226	-0.00432619	0.0	0.0158409	4.0E-5
571	33555002	6.78656E-10	-0.29618	0.450482	-0.0767673	-0.527161	0.0907281	-0.256075	-0.0122642	0.0	0.0158409	4.0E-5
572	33555003	6.79082E-10	-0.441441	-0.484485	-0.365543	-0.507347	-0.464445	0.065994	-0.0162231	0.0	0.0158624	4.0E-5
573	33555004	6.79082E-10	-0.305299	0.218937	-0.255053	0.777859	-0.0402324	0.704229	-0.0204922	6.698E-6	0.0158624	4.0E-5
574	33555005	6.79082E-10	0.274356	0.13678	-0.0871257	-0.294067	0.616303	0.338075	-0.00831454	0.0	0.0158624	4.0E-5
575	33555006	6.79082E-10	-0.361581	0.167667	-0.23804	1.16019	0.408611	0.934242	-0.018477	9.26275E-7	0.0158624	4.0E-5
576	33555007	6.79082E-10	-0.326827	0.207075	-0.24204	-0.19853	-0.254	0.518282	-0.0189477	0.0	0.0158624	4.0E-5
577	33555008	6.79082E-10	-0.250017	0.221639	-0.1899	-0.629862	-0.206903	-0.18621	-0.0185466	0.0	0.0158624	4.0E-5
578	33555009	6.79082E-10	0.176509	0.342528	0.428	-0.303896	-0.556891	-0.613603	-0.026503	0.0	0.0158624	4.0E-5
579	33555010	6.7952E-10	-0.442006	-0.48388	-0.365628	-0.273253	0.0573128	-0.21596	-0.0159771	0.0	0.015884	4.0E-5
580	33555011	6.7952E-10	-0.441632	-0.484299	-0.366483	-0.50786	-0.710309	-0.26824	-0.0169314	3.12568E-6	0.015884	4.0E-5
581	33555012	6.7952E-10	0.403242	-0.405159	-0.297225	1.48808	-0.442089	0.191422	-0.0065545	0.0	0.015884	4.0E-5
