num	id	mass	px	py	pz	vx	vy	vz	phi	metals	tform	eps
195	33554626	6.50029E-10	0.393391	0.305481	0.0703224	-0.413594	-0.124297	0.167512	-0.0178639	0.0	0.0135777	4.0E-5
196	33554627	6.50029E-10	0.276196	0.496702	0.321348	0.0577717	-0.890872	-0.0253066	-0.012621	0.0	0.0135777	4.0E-5
197	33554628	6.50029E-10	-0.218735	0.300001	0.217606	0.328094	-0.227177	0.286953	-0.00981925	0.0	0.0135777	4.0E-5
198	33554629	6.50029E-10	0.424809	-0.213409	0.226796	0.150136	0.440077	-0.345221	-0.00310071	0.0	0.0135777	4.0E-5
199	33554630	6.50895E-10	-0.413858	-0.415264	-0.289267	-0.172869	-0.61456	-0.885241	-0.0100232	0.0	0.0135992	4.0E-5
200	33554631	6.50895E-10	-0.365718	0.117204	-0.239934	0.413838	1.54516	0.303018	-0.0110937	0.0	0.0135992	4.0E-5
201	33554632	6.50895E-10	0.0952182	0.166707	-0.440039	-0.0494853	0.512455	-0.310435	-0.00609511	0.0	0.0135992	4.0E-5
202	33554633	6.50895E-10	-0.320147	-0.023378	-0.492012	0.10647	-0.532563	1.09447	-0.00135096	0.0	0.0135992	4.0E-5
203	33554634	6.50895E-10	0.341381	-0.494461	0.274483	-0.581062	-0.21074	0.165446	-0.0117678	0.0	0.0135992	4.0E-5
204	33554635	6.50895E-10	-0.230578	0.175007	0.0505596	-0.143315	-0.0674128	0.17476	-0.00746288	0.0	0.0135992	4.0E-5
205	33554636	6.50895E-10	0.0930592	-0.353423	0.427983	-0.321375	-0.815217	-0.535514	-0.00320756	0.0	0.0135992	4.0E-5
206	33554637	6.50895E-10	-0.341759	0.489117	-0.0917812	0.216373	-0.514639	-0.24845	-0.00894712	0.0	0.0135992	4.0E-5
207	33554638	6.50895E-10	0.393066	0.305479	0.0703091	-0.806557	0.0821081	0.1777	-0.0179962	0.0	0.0135992	4.0E-5
208	33554639	6.50895E-10	0.275684	0.496935	0.321936	0.0110733	-0.84133	-0.0581323	-0.0129043	0.0	0.0135992	4.0E-5
209	33554640	6.50895E-10	0.177262	0.343087	0.428305	-1.04895	-0.880777	-0.778371	-0.026259	0.0	0.0135992	4.0E-5
210	33554641	6.50895E-10	0.419657	-0.224247	-0.108456	0.0481991	-0.990494	0.139359	-0.00270622	0.0	0.0135992	4.0E-5
211	33554642	6.50968E-10	-0.308972	-0.0638813	-0.467698	-0.921845	0.13485	0.255393	-0.00410094	0.0	0.0136423	4.0E-5
212	33554643	6.50968E-10	-0.325744	0.208062	-0.242455	0.732549	0.412145	0.91431	-0.0190536	0.0	0.0136423	4.0E-5
213	33554644	6.50968E-10	0.12907	0.316576	0.216515	-0.314963	-0.134719	-0.124717	-0.0184535	0.0	0.0136423	4.0E-5
214	33554645	6.50556E-10	0.451114	0.256815	0.188271	0.0515955	-0.853091	0.304006	-0.017015	0.0	0.0136854	4.0E-5
215	33554646	6.56768E-10	0.176671	0.342458	0.427408	-1.40544	0.0238104	-0.0272669	-0.0267295	0.0	0.0137285	4.0E-5
216	33554647	6.52542E-10	-0.316517	-0.0487319	-0.469024	-0.16999	-0.395037	0.590677	-0.00380119	0.0	0.0137717	4.0E-5
217	33554648	6.52542E-10	-0.361678	0.168244	-0.237426	0.244234	0.976388	1.08455	-0.0175581	0.0	0.0137717	4.0E-5
218	33554649	6.51818E-10	-0.361205	0.168309	-0.238193	0.346812	-0.025408	0.479605	-0.0180498	0.0	0.0137932	4.0E-5
219	33554650	6.51818E-10	-0.306423	0.218433	-0.254811	0.988548	-0.0193376	0.802799	-0.0186007	0.0	0.0137932	4.0E-5
220	33554651	6.51818E-10	0.451201	0.257079	0.188222	0.217598	-0.568219	-0.336152	-0.0174598	0.0	0.0137932	4.0E-5
221	33554652	6.52803E-10	-0.460926	0.224075	0.139063	-0.782275	-0.475143	0.228815	-0.0123243	0.0	0.0138148	4.0E-5
222	33554653	6.52905E-10	-0.380414	0.122545	-0.00238574	-0.491519	1.33975	-0.554052	-0.00576313	0.0	0.0138579	4.0E-5
223	33554654	6.52905E-10	0.402254	-0.406306	-0.297566	1.23539	-0.858224	0.539373	-0.00727645	0.0	0.0138579	4.0E-5
224	33554655	6.52905E-10	-0.295961	0.450628	-0.0767983	-0.106495	0.00917867	-0.326217	-0.0123558	0.0	0.0138579	4.0E-5
225	33554656	6.52905E-10	-0.361296	0.167775	-0.238026	0.325486	1.06741	1.19675	-0.018497	0.0	0.0138579	4.0E-5
226	33554657	6.52905E-10	-0.36128	0.167779	-0.238306	0.200742	1.151	1.1258	-0.0183423	0.0	0.0138579	4.0E-5
227	33554658	6.5253E-10	0.358711	-0.0947462	0.221775	0.131163	0.294555	-0.518372	-0.00927884	0.0	0.013901	4.0E-5
228	33554659	6.5253E-10	-0.287778	0.170882	-0.188971	-0.281794	0.593019	-0.445238	-0.0190513	0.0	0.013901	4.0E-5
229	33554660	6.58791E-10	-0.361563	0.167765	-0.238437	0.461468	-0.53957	0.57322	-0.0181899	0.0	0.0139441	4.0E-5
230	33554661	6.58791E-10	-0.287783	0.171227	-0.188972	0.0889092	0.24358	-0.507633	-0.0188271	0.0	0.0139441	4.0E-5
231	33554662	6.54608E-10	0.402574	-0.405941	-0.296818	0.301193	-1.25975	0.454859	-0.00727495	0.0	0.0139872	4.0E-5
232	33554663	6.54608E-10	0.113438	0.315965	0.224064	0.522482	0.252218	0.141474	-0.0201669	0.0	0.0139872	4.0E-5
233	33554664	6.54608E-10	-0.122357	0.252231	0.383623	1.0434	0.21669	0.492407	-0.0154295	0.0	0.0139872	4.0E-5
234	33554665	6.54608E-10	0.359253	-0.0957886	0.222126	0.126378	0.711446	-0.508849	-0.00924688	0.0	0.0139872	4.0E-5
235	33554666	6.54608E-10	0.147377	0.357378	0.426863	0.31389	-0.986634	0.124391	-0.0241425	0.0	0.0139872	4.0E-5
236	33554667	6.54011E-10	0.177367	0.342648	0.428061	-0.35941	0.471751	0.318109	-0.027284	1.34119E-6	0.0140088	4.0E-5
237	33554668	6.54011E-10	-0.361496	0.167315	-0.238319	0.585504	0.801922	1.12827	-0.0179241	3.52436E-7	0.0140088	4.0E-5
238	33554669	6.54963E-10	-0.316378	-0.0467764	-0.469476	-0.280147	-0.12385	0.743512	-0.00309822	0.0	0.0140303	4.0E-5
239	33554670	6.54963E-10	0.10422	0.322763	0.405084	0.738655	0.116299	-0.206003	-0.0216422	1.75215E-6	0.0140303	4.0E-5
240	33554671	6.55314E-10	-0.287656	0.171029	-0.188931	-0.255567	0.550172	-0.247745	-0.0190065	0.0	0.0140734	4.0E-5
241	33554672	6.55657E-10	-0.447234	-0.491927	-0.363385	0.481185	0.446017	-0.343048	-0.0162689	0.0	0.0141165	4.0E-5
242	33554673	6.55657E-10	-0.262886	-0.470429	0.0308612	0.4753	-0.851274	-0.328077	-0.00905384	0.0	0.0141165	4.0E-5
243	33554674	6.55657E-10	-0.305199	0.218952	-0.254953	0.0214652	-0.0705142	0.654545	-0.0205075	0.0	0.0141165	4.0E-5
244	33554675	6.55989E-10	-0.447074	-0.49169	-0.363283	0.774859	0.731986	-0.184823	-0.0161294	0.0	0.0141596	4.0E-5
245	33554676	6.55989E-10	-0.30523	0.218807	-0.255332	-0.427208	-0.507473	1.12805	-0.0201194	0.0	0.0141596	4.0E-5
246	33554677	6.55989E-10	0.358807	-0.0950824	0.222166	0.00750738	0.660504	-0.620812	-0.00961218	0.0	0.0141596	4.0E-5
247	33554678	6.55989E-10	-0.158566	0.248858	0.452	0.237808	-0.414515	-0.0910406	-0.0127732	0.0	0.0141596	4.0E-5
248	33554679	6.55989E-10	0.403022	-0.405965	-0.297243	1.29711	-0.758234	0.573199	-0.00725772	0.0	0.0141596	4.0E-5
249	33554680	6.55989E-10	0.177496	0.342419	0.428041	-1.45077	1.29519	0.566477	-0.0272925	0.0	0.0141596	4.0E-5
250	33554681	6.56302E-10	-0.189435	0.330231	0.229206	0.465162	0.120075	0.557935	-0.011046	0.0	0.0142027	4.0E-5
251	33554682	6.56302E-10	-0.325938	0.207662	-0.242325	-0.0245126	-0.502243	1.12696	-0.0194248	0.0	0.0142027	4.0E-5
252	33554683	6.56302E-10	-0.326256	0.207521	-0.242052	1.08743	0.119905	0.633181	-0.0193978	0.0	0.0142027	4.0E-5
253	33554684	6.56302E-10	0.1138	0.315886	0.223739	-0.0889911	0.435573	0.40065	-0.01972	0.0	0.0142027	4.0E-5
254	33554685	6.66558E-10	-0.287668	0.171021	-0.188943	-0.235908	0.556552	-0.251353	-0.0190134	5.94232E-4	0.0142027	4.0E-5
255	33554686	6.56302E-10	0.274001	0.136702	-0.0865815	-0.299636	0.666644	-0.0588971	-0.00862151	0.0	0.0142027	4.0E-5
256	33554687	6.56584E-10	-0.447177	-0.491868	-0.363211	-0.15858	0.843561	-0.184683	-0.0162835	0.0	0.0142458	4.0E-5
257	33554688	6.56584E-10	0.402558	-0.406245	-0.297624	1.28067	-1.03446	-0.337021	-0.00734716	0.0	0.0142458	4.0E-5
258	33554689	6.56584E-10	-0.287489	0.170937	-0.189031	-0.22909	0.696991	-0.0897152	-0.0189539	0.0	0.0142458	4.0E-5
259	33554690	6.56584E-10	0.358489	-0.0949385	0.222428	-0.168536	0.436627	-0.741835	-0.00949258	0.0	0.0142458	4.0E-5
260	33554691	6.56584E-10	0.178415	0.34164	0.428091	-1.11044	0.340687	-0.529186	-0.0255627	0.0	0.0142458	4.0E-5
261	33554692	6.56584E-10	-0.158679	0.248853	0.452051	0.25407	0.0532857	-0.46794	-0.0127708	0.0	0.0142458	4.0E-5
262	33554693	6.56841E-10	-0.441643	-0.493604	-0.361283	-0.475412	0.473705	-0.845113	-0.0156396	3.9586E-6	0.014289	4.0E-5
263	33554694	6.58713E-10	-0.26281	-0.470413	0.0308281	0.39143	-0.860813	-0.176915	-0.00901391	9.53065E-5	0.014289	4.0E-5
264	33554695	6.56841E-10	-0.262921	-0.470206	0.0306926	0.447538	-0.744431	-0.296384	-0.00884551	0.0	0.014289	4.0E-5
265	33554696	6.56841E-10	-0.316238	-0.0493394	-0.468415	-0.528328	-0.510046	0.454537	-0.00350604	0.0	0.014289	4.0E-5
266	33554697	6.56841E-10	0.358308	-0.0943933	0.221886	-0.268889	0.604853	-0.749871	-0.00926848	0.0	0.014289	4.0E-5
267	33554698	6.56841E-10	0.393315	0.302951	0.0715971	-0.0404396	0.732846	-0.0879778	-0.018074	0.0	0.014289	4.0E-5
268	33554699	6.56965E-10	-0.442018	-0.493849	-0.360654	-0.281305	0.552278	-0.42428	-0.0154625	0.0	0.0143321	4.0E-5
269	33554700	6.56965E-10	0.40235	-0.405737	-0.296955	0.550607	-0.891436	0.445093	-0.00710701	0.0	0.0143321	4.0E-5
270	33554701	6.56965E-10	0.401989	-0.406784	-0.297203	1.2639	-0.387967	0.384066	-0.00702021	0.0	0.0143321	4.0E-5
271	33554702	6.56965E-10	-0.305315	0.218922	-0.255059	-0.00538314	-0.440648	0.898705	-0.0204744	0.0	0.0143321	4.0E-5
272	33554703	6.56965E-10	-0.226305	-0.425337	-0.475815	-0.200562	-0.214367	0.386793	-0.00651273	0.0	0.0143321	4.0E-5
273	33554704	6.56965E-10	-0.353647	0.144772	-0.212635	0.268849	1.1234	-0.607773	-0.0156031	0.0	0.0143321	4.0E-5
274	33554705	6.56965E-10	-0.287488	0.17119	-0.189186	0.197827	0.595165	-0.390112	-0.0188026	0.0	0.0143321	4.0E-5
275	33554706	6.56965E-10	0.147512	0.357119	0.42678	-0.0315485	-0.858489	-0.00675315	-0.0241476	0.0	0.0143321	4.0E-5
276	33554707	6.56841E-10	-0.325615	0.207917	-0.242489	-0.0932053	-0.47362	0.89006	-0.0190636	0.0	0.0143752	4.0E-5
277	33554708	6.56841E-10	0.147596	0.357062	0.426723	-0.0262218	-0.896141	-0.0717604	-0.0240629	0.0	0.0143752	4.0E-5
278	33554709	6.56841E-10	0.177538	0.342512	0.427712	-0.717707	0.0319024	-0.510166	-0.0275737	0.0	0.0143752	4.0E-5
279	33554710	6.56841E-10	0.393564	0.30236	0.0714758	-0.32984	0.553532	0.147596	-0.0176902	0.0	0.0143752	4.0E-5
280	33554711	6.56841E-10	-0.24992	0.221664	-0.190063	-0.474748	-0.485369	-0.49586	-0.0185664	0.0	0.0143752	4.0E-5
281	33554712	6.56841E-10	0.273949	0.136615	-0.086359	-0.23733	0.46862	0.144888	-0.00850794	8.91452E-7	0.0143752	4.0E-5
282	33554713	6.56841E-10	0.273996	0.136773	-0.0864418	-0.178212	0.524081	0.12235	-0.00859338	9.2507E-7	0.0143752	4.0E-5
283	33554714	6.56098E-10	-0.441745	-0.484116	-0.366592	-0.552334	-1.44327	-0.423331	-0.0166962	0.0	0.0144183	4.0E-5
284	33554715	6.56098E-10	0.454636	0.190706	0.0998115	0.425765	0.354346	0.313637	-0.0157182	0.0	0.0144183	4.0E-5
285	33554716	6.61272E-10	-0.441995	-0.493865	-0.36075	-0.281593	0.316123	-0.690266	-0.0155183	0.0	0.0144614	4.0E-5
286	33554717	6.61272E-10	-0.366007	0.117028	-0.239762	0.507277	1.47627	0.952315	-0.0109638	0.0	0.0144614	4.0E-5
287	33554718	6.61272E-10	-0.461484	0.223568	0.139817	-0.586243	-0.661088	-0.00568166	-0.0118622	0.0	0.0144614	4.0E-5
288	33554719	6.61272E-10	-0.327173	0.207141	-0.241825	0.371418	0.122434	0.859462	-0.0187139	0.0	0.0144614	4.0E-5
289	33554720	6.61272E-10	-0.452033	0.180769	0.0762135	-0.602873	0.154368	0.493915	-0.0152446	0.0	0.0144614	4.0E-5
290	33554721	6.61272E-10	-0.28775	0.170777	-0.188838	-0.332236	0.35284	-0.27414	-0.0189673	0.0	0.0144614	4.0E-5
291	33554722	6.61272E-10	0.147338	0.357198	0.426787	-0.089797	-0.765472	-0.090713	-0.0241909	0.0	0.0144614	4.0E-5
292	33554723	6.61272E-10	0.393525	0.303162	0.0717306	-0.569872	0.350213	-0.134918	-0.0180573	0.0	0.0144614	4.0E-5
293	33554724	6.62099E-10	-0.441633	-0.493402	-0.361094	-0.939435	0.464906	-0.628845	-0.01567	2.43186E-6	0.0145045	4.0E-5
294	33554725	6.62099E-10	-0.379975	0.122359	-0.00216777	0.00187949	1.67945	-0.372547	-0.00532471	0.0	0.0145045	4.0E-5
295	33554726	6.62099E-10	-0.305239	0.218954	-0.25501	-0.0806307	-0.188895	1.02723	-0.0205238	0.0	0.0145045	4.0E-5
296	33554727	6.62099E-10	-0.304951	0.219115	-0.254669	-0.0135583	0.166075	1.11928	-0.0199261	0.0	0.0145045	4.0E-5
297	33554728	6.62099E-10	-0.326106	0.207475	-0.24232	0.335821	-0.231956	0.666703	-0.0194086	0.0	0.0145045	4.0E-5
298	33554729	6.62099E-10	0.113561	0.316157	0.223937	0.670263	0.31059	0.179123	-0.0200835	0.0	0.0145045	4.0E-5
299	33554730	6.62099E-10	0.177104	0.342574	0.427858	-0.787129	-0.187583	-0.315931	-0.0276916	0.0	0.0145045	4.0E-5
300	33554731	6.61818E-10	-0.353834	0.14454	-0.212387	-0.142758	0.908929	-0.199892	-0.0155703	0.0	0.0145261	4.0E-5
301	33554732	6.63177E-10	-0.305005	0.219142	-0.255372	0.581213	0.267552	0.765554	-0.0200541	0.0	0.0145476	4.0E-5
302	33554733	6.63177E-10	0.106235	0.35791	0.459969	0.171501	0.291758	-0.966377	-0.0228009	0.0	0.0145476	4.0E-5
303	33554734	6.63177E-10	0.41314	-0.252983	-0.106853	0.252746	-0.6214	0.0122315	-0.00490801	0.0	0.0145476	4.0E-5
304	33554735	6.63143E-10	-0.441944	-0.493327	-0.360341	-0.79221	0.67467	-0.788042	-0.0151391	4.65005E-6	0.0145692	4.0E-5
305	33554736	6.63143E-10	-0.309388	-0.0638055	-0.46752	-0.591688	0.0855768	-0.00291663	-0.00430644	3.45693E-6	0.0145692	4.0E-5
306	33554737	6.63143E-10	-0.360889	0.168453	-0.238341	0.428647	0.707249	0.456089	-0.0175356	0.0	0.0145692	4.0E-5
307	33554738	6.64982E-10	0.243887	0.0951194	-0.192426	0.747818	0.78793	-0.3982	-0.00466093	0.0	0.0145907	4.0E-5
308	33554739	6.64982E-10	-0.325481	0.20821	-0.242611	0.133983	-0.400629	0.953217	-0.0186801	2.58103E-7	0.0145907	4.0E-5
309	33554740	6.64982E-10	0.113659	0.315936	0.224095	0.884394	-0.027571	0.226217	-0.0201104	0.0	0.0145907	4.0E-5
310	33554741	6.64982E-10	0.177272	0.342606	0.427647	-0.0109839	0.153794	0.0860265	-0.0276914	4.84361E-5	0.0145907	4.0E-5
311	33554742	6.59861E-10	0.402402	-0.406322	-0.297464	0.724503	-0.866206	-0.00740851	-0.00744401	0.0	0.0146123	4.0E-5
312	33554743	6.59861E-10	-0.309415	-0.0641482	-0.467574	-0.29993	0.0750842	-0.165126	-0.00405988	0.0	0.0146123	4.0E-5
313	33554744	6.59861E-10	-0.287419	0.170876	-0.188706	-0.107689	0.213055	-1.19732	-0.0187575	0.0	0.0146123	4.0E-5
314	33554745	6.59861E-10	0.175725	0.143528	-0.00618942	0.236613	1.16834	0.0872999	-0.00399806	0.0	0.0146123	4.0E-5
315	33554746	6.60904E-10	-0.305025	0.219288	-0.255266	0.161408	0.492152	0.991392	-0.0200716	0.0	0.0146338	4.0E-5
316	33554747	6.60904E-10	-0.325481	0.20821	-0.242611	0.133983	-0.400629	0.953217	-0.0186801	9.9166E-7	0.0146338	4.0E-5
317	33554748	6.61172E-10	-0.309145	-0.0636666	-0.467398	-1.18476	-0.483522	0.297742	-0.00415974	0.0	0.0146554	4.0E-5
318	33554749	6.61257E-10	-0.441665	-0.484036	-0.366447	-0.818392	-1.39993	-0.477569	-0.0168365	0.0	0.0146769	4.0E-5
319	33554750	6.61257E-10	-0.262893	-0.470495	0.0310946	0.430677	-0.589738	-0.240319	-0.00894461	0.0	0.0146769	4.0E-5
320	33554751	6.61257E-10	0.104565	0.322721	0.405396	0.229419	0.237533	-0.254296	-0.0216733	0.0	0.0146769	4.0E-5
321	33554752	6.61619E-10	-0.446597	-0.49143	-0.363685	0.307498	0.624153	-0.340936	-0.0154758	0.0	0.01472	4.0E-5
322	33554753	6.61619E-10	-0.330576	-0.476007	-0.269109	-0.261328	-0.169081	0.100563	-0.00978715	0.0	0.01472	4.0E-5
323	33554754	6.61619E-10	-0.305135	0.219242	-0.255186	-0.0737521	0.132912	1.07985	-0.0202505	0.0	0.01472	4.0E-5
324	33554755	6.61619E-10	-0.305051	0.219123	-0.255324	-0.195569	-0.712304	1.27245	-0.0201761	0.0	0.01472	4.0E-5
325	33554756	6.61619E-10	-0.305032	0.219001	-0.254734	0.282293	-0.106669	1.25069	-0.020167	0.0	0.01472	4.0E-5
326	33554757	6.61619E-10	-0.326622	0.207387	-0.241854	0.826193	0.130111	0.702426	-0.019086	1.33886E-6	0.01472	4.0E-5
327	33554758	6.61619E-10	0.104159	0.32307	0.405284	0.781966	0.203929	-0.13184	-0.0217092	1.56643E-5	0.01472	4.0E-5
328	33554759	6.61619E-10	0.104347	0.323294	0.404892	0.690272	0.413727	-0.0203554	-0.0216482	0.0	0.01472	4.0E-5
329	33554760	6.61619E-10	0.10638	0.358077	0.459791	-0.0455768	0.334794	-0.70734	-0.0227563	0.0	0.01472	4.0E-5
330	33554761	6.61619E-10	0.177349	0.342517	0.427605	0.0626213	-0.122631	-0.496251	-0.0276894	0.0	0.01472	4.0E-5
331	33554762	6.61937E-10	-0.365416	0.130787	-0.242209	0.177064	1.59494	0.679624	-0.0118015	0.0	0.0147631	4.0E-5
332	33554763	6.61937E-10	0.402325	-0.406207	-0.297259	1.04673	-0.973943	0.481204	-0.00755549	0.0	0.0147631	4.0E-5
333	33554764	6.61937E-10	-0.316144	-0.047517	-0.469596	-0.0907101	-0.157732	0.628927	-0.00341515	0.0	0.0147631	4.0E-5
334	33554765	6.61937E-10	-0.325948	0.207797	-0.242277	-0.219632	-0.0618915	0.770959	-0.0193833	0.0	0.0147631	4.0E-5
335	33554766	6.61937E-10	-0.353774	0.144669	-0.212602	0.440683	1.03877	-0.557553	-0.0156273	0.0	0.0147631	4.0E-5
336	33554767	6.61937E-10	0.147065	0.35728	0.426622	0.37303	-1.15188	0.443795	-0.0239607	0.0	0.0147631	4.0E-5
337	33554768	6.61937E-10	0.413629	-0.252225	-0.1067	0.304348	-0.0205954	0.662072	-0.00485073	0.0	0.0147631	4.0E-5
338	33554769	6.62171E-10	-0.2629	-0.470408	0.0307513	0.344149	-0.819683	-0.386694	-0.00900577	0.0	0.0148063	4.0E-5
339	33554770	6.62171E-10	-0.262701	-0.469727	0.0306684	0.55471	-1.21298	-0.10223	-0.00823323	0.0	0.0148063	4.0E-5
340	33554771	6.62171E-10	0.0759328	-0.365434	0.322381	0.467346	-0.296382	-0.0686935	-0.00819553	0.0	0.0148063	4.0E-5
341	33554772	6.62171E-10	0.451083	0.256941	0.188384	-0.012949	-0.691128	0.0254173	-0.0170922	7.78373E-7	0.0148063	4.0E-5
342	33554773	6.62171E-10	-0.326098	0.207561	-0.242078	0.548405	-0.185416	0.2924	-0.019428	0.0	0.0148063	4.0E-5
343	33554774	6.62171E-10	0.113411	0.31592	0.224052	0.426583	0.489513	0.419086	-0.0201235	0.0	0.0148063	4.0E-5
344	33554775	6.62171E-10	-0.287696	0.170889	-0.18889	-0.792408	0.709049	-0.590898	-0.0190262	0.0	0.0148063	4.0E-5
345	33554776	6.62171E-10	0.274081	0.136922	-0.0860985	-0.134275	0.303722	-0.117055	-0.00833946	0.0	0.0148063	4.0E-5
346	33554777	6.62214E-10	-0.262866	-0.470412	0.030784	0.341826	-0.83157	-0.388207	-0.00901945	0.0	0.0148494	4.0E-5
347	33554778	6.62214E-10	-0.3615	0.167661	-0.238318	0.443954	0.0153269	0.467091	-0.0183342	0.0	0.0148494	4.0E-5
348	33554779	6.62214E-10	-0.361507	0.167679	-0.238319	0.483949	-0.018474	0.424135	-0.0183458	3.4702E-7	0.0148494	4.0E-5
349	33554780	6.62214E-10	-0.304976	0.219288	-0.255156	0.426982	0.299491	0.666486	-0.0201224	0.0	0.0148494	4.0E-5
350	33554781	6.62214E-10	0.101445	-0.0423504	0.0556075	-0.112441	0.180461	0.267809	5.45219E-5	0.0	0.0148494	4.0E-5
351	33554782	6.62214E-10	0.244223	0.0952033	-0.192324	0.630302	0.910628	-0.135736	-0.00465412	2.24322E-5	0.0148494	4.0E-5
352	33554783	6.62214E-10	0.45122	0.257196	0.188135	-0.613641	-1.20998	0.141539	-0.0175607	0.0	0.0148494	4.0E-5
353	33554784	6.62214E-10	-0.287672	0.171086	-0.18901	-0.0429686	0.677205	-0.290571	-0.0189818	8.71983E-7	0.0148494	4.0E-5
354	33554785	6.62214E-10	-0.0854079	0.234392	0.0118516	-0.46889	0.0361138	-0.141387	-0.00922371	0.0	0.0148494	4.0E-5
355	33554786	6.62214E-10	0.402745	-0.406324	-0.296934	1.23483	-1.0683	0.242078	-0.00736416	0.0	0.0148494	4.0E-5
356	33554787	6.62214E-10	0.180404	0.481579	0.0266569	0.574275	-0.907771	0.937288	-0.00392344	0.0	0.0148494	4.0E-5
357	33554788	6.62214E-10	0.10426	0.32295	0.405215	0.916791	0.0998896	0.250077	-0.0217503	0.0	0.0148494	4.0E-5
358	33554789	6.62214E-10	0.177345	0.342561	0.427598	-1.68104	0.697434	-1.12181	-0.0276539	0.0	0.0148494	4.0E-5
359	33554790	6.62214E-10	0.147221	0.356975	0.426325	0.334876	-0.668532	0.186906	-0.0237681	0.0	0.0148494	4.0E-5
360	33554791	6.61628E-10	-0.262895	-0.470567	0.0308562	0.343582	-0.593303	-0.21281	-0.00902836	0.0	0.0148925	4.0E-5
361	33554792	6.61628E-10	-0.305019	0.219265	-0.25529	0.0291659	0.178926	0.959741	-0.0200732	0.0	0.0148925	4.0E-5
362	33554793	6.61628E-10	-0.361236	0.1681	-0.237833	0.337261	1.05729	1.4837	-0.0182572	0.0	0.0148925	4.0E-5
363	33554794	6.61628E-10	-0.362338	0.167549	-0.237807	0.94835	0.479223	0.951354	-0.0176894	0.0	0.0148925	4.0E-5
364	33554795	6.6718E-10	-0.441799	-0.493807	-0.360972	-0.264464	0.80354	-0.371613	-0.0156861	0.0	0.0149356	4.0E-5
365	33554796	6.6718E-10	0.402745	-0.406324	-0.296934	1.23483	-1.0683	0.242078	-0.00736414	0.0	0.0149356	4.0E-5
366	33554797	6.6718E-10	-0.30501	0.219233	-0.255019	0.121992	0.120234	0.773034	-0.0202409	6.26934E-7	0.0149356	4.0E-5
367	33554798	6.6718E-10	-0.362757	0.167362	-0.237886	0.672099	0.535912	1.03162	-0.0172541	0.0	0.0149356	4.0E-5
368	33554799	6.6718E-10	0.393331	0.303142	0.0716297	-0.64762	0.235281	0.0488183	-0.0181234	4.87773E-5	0.0149356	4.0E-5
369	33554800	6.6718E-10	0.393661	0.303061	0.071666	-0.539145	0.385026	0.101791	-0.0180302	0.0	0.0149356	4.0E-5
370	33554801	6.6718E-10	0.274271	0.136703	-0.0872296	-0.348268	0.736002	0.605669	-0.00828099	0.0	0.0149356	4.0E-5
371	33554802	6.68764E-10	-0.443216	-0.493333	-0.361395	-0.88213	0.90459	-0.478964	-0.0148656	0.0	0.0149787	4.0E-5
372	33554803	6.68764E-10	-0.461938	0.223862	0.139856	-0.794696	-0.710269	0.384926	-0.0118737	0.0	0.0149787	4.0E-5
373	33554804	6.68764E-10	0.455084	0.190474	0.0999889	0.159281	0.256667	0.167296	-0.0153288	0.0	0.0149787	4.0E-5
374	33554805	6.68764E-10	-0.223037	-0.42216	-0.478464	-0.451114	-0.06787	0.736899	-0.00649239	0.0	0.0149787	4.0E-5
375	33554806	6.68764E-10	-0.326076	0.207475	-0.241879	0.476236	0.0483425	0.532169	-0.0192571	6.8948E-6	0.0149787	4.0E-5
376	33554807	6.68764E-10	-0.326085	0.207611	-0.242112	0.289286	0.387626	1.14073	-0.0194403	2.09782E-6	0.0149787	4.0E-5
377	33554808	6.68764E-10	0.181013	0.482143	0.0261808	0.295898	-0.612939	0.790531	-0.0036252	0.0	0.0149787	4.0E-5
378	33554809	6.68764E-10	-0.287348	0.170931	-0.188661	-0.171792	-0.186046	-0.46187	-0.01869	2.48612E-7	0.0149787	4.0E-5
379	33554810	6.68764E-10	0.175698	0.1436	-0.00616471	0.637854	0.825985	-0.366995	-0.00403006	0.0	0.0149787	4.0E-5
380	33554811	6.68764E-10	-0.250272	0.221865	-0.189692	-0.504434	-0.537721	-0.812397	-0.0182944	0.0	0.0149787	4.0E-5
381	33554812	6.63502E-10	-0.442086	-0.493628	-0.36104	-0.42532	0.555795	-0.31624	-0.0155817	4.02821E-6	0.0150002	4.0E-5
382	33554813	6.63502E-10	-0.442476	-0.493305	-0.361566	-0.524069	0.713039	-0.393352	-0.0151512	4.21944E-7	0.0150002	4.0E-5
383	33554814	6.63502E-10	-0.361436	0.168319	-0.237817	0.616565	0.635382	0.544601	-0.018068	3.73324E-7	0.0150002	4.0E-5
384	33554815	6.63993E-10	-0.309154	-0.0639111	-0.467516	-1.25306	-0.184663	0.22446	-0.0043196	0.0	0.0150218	4.0E-5
385	33554816	6.63993E-10	-0.360921	0.16827	-0.2382	0.447708	0.493307	0.944342	-0.0178297	8.24109E-7	0.0150218	4.0E-5
386	33554817	6.63993E-10	-0.324593	0.208033	-0.241982	0.571299	0.336572	0.285374	-0.0179846	0.0	0.0150218	4.0E-5
387	33554818	6.63993E-10	0.106634	0.357849	0.460128	0.0548977	0.724483	-0.668403	-0.0227422	0.0	0.0150218	4.0E-5
388	33554819	6.63993E-10	0.175677	0.143599	-0.00614131	0.629644	0.815654	-0.345536	-0.00402202	0.0	0.0150218	4.0E-5
